product_concept_key,product_name,core_family,product_form,sku_count,scent_identity_status,scent_identity_values,note_status,note_values,scent_profile_status,scent_profile_values,function_status,function_values,function_evidence_fields,scene_status,scene_values,scene_evidence_fields,user_need_status,user_need_values,user_need_evidence_fields,care_status,care_values,care_evidence_fields,inspiration_status,inspiration_evidence_fields,material_status,material_values,material_evidence_fields,craft_status,craft_evidence_fields,compatibility_status,evidence_field_count,evidence_fields,direct_semantic_dimension_count,manual_review_flags,source_url
HOMESCO2::浆果香室内香氛蜡,浆果香室内香氛蜡,家居香氛,室内香氛蜡,1,direct,浆果香,none,,direct,果香调,direct,留香,story_text,direct,车内,usage_tips_text,none,,,none,,,direct,story_text,none,,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,5,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/baies-berries-scented-oval.html
HOMESCO3::希腊无花果室内香氛蜡,希腊无花果室内香氛蜡,家居香氛,室内香氛蜡,1,candidate,希腊无花果,none,,direct,果香调,direct,留香,story_text,direct,车内,usage_tips_text,none,,,none,,,direct,story_text,none,,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,4,scent_identity_name_only|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/figuier-fig-tree-scented-oval.html
HOMESCO4::玫瑰室内香氛蜡,玫瑰室内香氛蜡,家居香氛,室内香氛蜡,1,direct,玫瑰,none,,direct,花香调,direct,留香,story_text,direct,车内,usage_tips_text,none,,,none,,,direct,story_text,none,,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,5,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/roses-scented-oval.html
HOMETB600::大号香氛蜡烛晚香玉,大号香氛蜡烛-晚香玉,家居香氛,大号香氛蜡烛,1,direct,晚香玉,none,,direct,花香调,candidate,扩香,,direct,中大型房间,caracteristics_text,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,4,care_instruction_not_product_function,https://www.diptyque-cn.com/p/tubereuse-tuberose-candle-600g.html
HOMEVDRG150::罗勒除味室内喷雾,罗勒除味室内喷雾,家居香氛,室内香氛,1,none,,none,,none,,candidate,扩香,,none,,,direct,空间清新,pdp_short_description,none,,,direct,story_text,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|story_text,2,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/la-droguerie-anti-odour-spray-with-basil.html
ORPHEON2022::奥费恩淡香精,奥费恩淡香精,个人香氛,淡香精,1,direct,奥费恩,direct,杜松子|茉莉|雪松|零陵香豆,none,,candidate,留香,,none,,,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,2,long_description_semantics_untyped,https://www.diptyque-cn.com/p/orpheon-eau-de-parfum-75ml.html
S2024DECO01385::灯笼玻璃烛罩,灯笼玻璃烛罩,艺术家居,烛罩,1,none,,none,,none,,candidate,蜡烛养护,,none,,,none,,,direct,清洁方法,usage_tips_text,none,,direct,硼矽玻璃，不锈钢,caracteristics_text,direct,savoir_faire_text,direct,5,pdp_short_description|pdp_long_description|usage_tips_text|savoir_faire_text|caracteristics_text,4,,https://www.diptyque-cn.com/p/traveling-lantern-for-classic-and-medium-candles-deco01385.html
S2024DECO01388::黑色金字塔陶瓷烛盖,黑色金字塔陶瓷烛盖,艺术家居,烛盖和灭烛罩,1,none,,none,,none,,candidate,蜡烛养护,,none,,,none,,,direct,清洁方法,usage_tips_text,none,,direct,陶瓷,caracteristics_text,direct,savoir_faire_text,direct,5,pdp_short_description|pdp_long_description|usage_tips_text|savoir_faire_text|caracteristics_text,4,,https://www.diptyque-cn.com/p/pyramid-lid-for-extra-large-candles-deco01388.html
SETSUM26CLDARCN::夏日惊喜礼盒（限量版）,夏日惊喜礼盒（限量版）,个人香氛,礼盒,1,none,,none,,none,,none,,,none,,,none,,,none,,,none,,none,,,none,,none,3,pdp_short_description|pdp_long_description|description_text,0,formula_present_without_note_evidence|long_description_semantics_untyped,https://www.diptyque-cn.com/p/sum26cldarcn-set-1.html
SOLIDPERFUME1::肌肤之花香膏,肌肤之花香膏,个人香氛,香膏,1,candidate,肌肤之花,direct,粉红胡椒|鸢尾|麝香|黄葵,none,,candidate,便携补香,,none,,,none,,,none,,,none,,none,,,none,,none,3,pdp_short_description|pdp_long_description|usage_tips_text,1,long_description_semantics_untyped|scent_identity_name_only|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/solidfleur-refillable-solid-perfume.html
SOLIDPERFUME2::含羞草扩香精补充瓶,含羞草 - 扩香精补充瓶,家居香氛,扩香精,1,direct,含羞草,none,,direct,花香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/mimosa-hourglass-diffuser-refill.html
SOLIDPERFUME3::晚香玉室内扩香摆件补充装,晚香玉 - 室内扩香摆件补充装,家居香氛,室内扩香摆件,1,direct,晚香玉,none,,direct,花香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/tubereuse-tuberose-home-fragrance-diffuser-refill.html
SOLIDPERFUME4::橙花室内扩香摆件补充装,橙花 - 室内扩香摆件补充装,家居香氛,室内扩香摆件,1,candidate,橙花,none,,direct,花香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,1,long_description_semantics_untyped|scent_identity_name_only|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/orange-blossom-home-fragrance-diffuser-refill.html
SOLIDPERFUME5::玫瑰香调香膏补充装,玫瑰香调香膏补充装,个人香氛,香膏,1,direct,玫瑰香调,direct,千叶玫瑰|大马士革玫瑰,none,,candidate,便携补香,,none,,,none,,,none,,,none,,none,,,none,,none,3,pdp_short_description|pdp_long_description|usage_tips_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/eau-rose-refills-solid-perfume.html
SOLIDPERFUME6::杜桑香膏补充装,杜桑香膏补充装,个人香氛,香膏,1,direct,杜桑,direct,晚香玉|橙花|茉莉,direct,海洋香调,candidate,便携补香,,none,,,none,,,none,,,none,,none,,,none,,none,3,pdp_short_description|pdp_long_description|usage_tips_text,3,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/do-son-refills-solid-perfume-1.html
SOLIDPERFUME7::奥费恩香膏补充装,奥费恩香膏补充装,个人香氛,香膏,1,direct,奥费恩,direct,杜松子|茉莉|雪松|零陵香豆,none,,candidate,便携补香,,none,,,none,,,none,,,none,,none,,,none,,none,3,pdp_short_description|pdp_long_description|usage_tips_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/orpheon-refills-for-solid-perfume.html
SOLIDPERFUME8::肌肤之花香膏补充装,肌肤之花香膏补充装,个人香氛,香膏,1,candidate,肌肤之花,direct,粉红胡椒|鸢尾|麝香|黄葵,none,,candidate,便携补香,,none,,,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,1,long_description_semantics_untyped|scent_identity_name_only,https://www.diptyque-cn.com/p/rsolidefdp-refillable-solid-perfume.html
concept::家居香氛::室内扩香摆件::琥珀室内扩香摆件补充瓶,琥珀室内扩香摆件补充瓶,家居香氛,室内扩香摆件,2,candidate,琥珀,none,,direct,木质香调,candidate,扩香,,none,,,direct,营造氛围,pdp_long_description,direct,首次燃烧,usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,scent_identity_name_only,https://www.diptyque-cn.com/p/refreedab2l-home-fragrance-diffuser-refill.html
concept::家居香氛::烛台香氛蜡烛::浆果香烛台香氛蜡烛,浆果香烛台香氛蜡烛,家居香氛,烛台香氛蜡烛,2,candidate,浆果香,none,,direct,果香调,candidate,扩香|装饰,,none,,,none,,,direct,控制燃烧时长,usage_tips_text,none,,none,,,none,,none,3,pdp_short_description|pdp_long_description|usage_tips_text,2,long_description_semantics_untyped|scent_identity_name_only,https://www.diptyque-cn.com/p/baies-berries-scented-dinner-candle-75g.html
concept::家居香氛::烛台香氛蜡烛::炭木香烛台香氛蜡烛,炭木香烛台香氛蜡烛,家居香氛,烛台香氛蜡烛,2,candidate,炭木香,none,,direct,木质香调,direct,留香,pdp_short_description,none,,,none,,,direct,控制燃烧时长,usage_tips_text,none,,none,,,none,,none,3,pdp_short_description|pdp_long_description|usage_tips_text,3,scent_identity_name_only,https://www.diptyque-cn.com/p/feu-de-bois-wood-fire-scented-dinner-candle-75g.html
concept::艺术家居::收纳托盘::椭圆漆木收纳托盘,椭圆漆木收纳托盘,艺术家居,收纳托盘,2,none,,none,,none,,candidate,装饰,,none,,,none,,,direct,清洁方法,usage_tips_text,direct,story_text,candidate,木质,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,2,,https://www.diptyque-cn.com/p/lacquered-wood-tray-l.html
concept::身体护理::润肤乳::肌肤之花润肤乳,肌肤之花润肤乳,身体护理,润肤乳,2,candidate,肌肤之花,direct,粉红胡椒|鸢尾|麝香|黄葵籽,none,,candidate,润肤,,none,,,none,,,none,,,none,,none,,,candidate,savoir_faire_text,none,3,pdp_short_description|pdp_long_description|savoir_faire_text,1,craft_copy_outside_physical_family|scent_identity_name_only,https://www.diptyque-cn.com/p/fleur-de-peau-hand-and-body-lotion.html
